State,Year,Biodiesel,CNG,E85,Electric Stations,Electric Charging Outlets,Electric Total,Hydrogen Retail,Hydrogen Non-Retail,Hydrogen Total,LNG,Propane Primary,Propane Secondary,Propane Total,Total
New York,2014,37.0,113.0,83.0,503.0,1072.0,1575.0,0.0,7.0,7.0,0.0,12.0,45.0,57.0,1369.0
North Carolina,2014,133.0,39.0,23.0,288.0,692.0,980.0,0.0,0.0,0.0,0.0,29.0,61.0,90.0,977.0
North Dakota,2014,3.0,1.0,77.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,18.0,19.0,104.0
Ohio,2014,17.0,45.0,128.0,159.0,242.0,401.0,0.0,2.0,2.0,2.0,40.0,28.0,68.0,504.0
Oklahoma,2014,6.0,102.0,25.0,34.0,48.0,82.0,0.0,0.0,0.0,1.0,105.0,38.0,143.0,325.0
Oregon,2014,25.0,15.0,7.0,424.0,967.0,1391.0,0.0,0.0,0.0,1.0,10.0,24.0,34.0,1049.0
Pennsylvania,2014,6.0,46.0,33.0,242.0,386.0,628.0,0.0,2.0,2.0,0.0,32.0,42.0,74.0,547.0
Rhode Island,2014,6.0,6.0,0.0,64.0,151.0,215.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,168.0
South Carolina,2014,41.0,9.0,71.0,151.0,247.0,398.0,0.0,2.0,2.0,1.0,15.0,30.0,45.0,416.0
South Dakota,2014,2.0,0.0,82.0,11.0,32.0,43.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,134.0
Tennessee,2014,37.0,18.0,66.0,388.0,914.0,1302.0,0.0,0.0,0.0,2.0,48.0,43.0,91.0,1128.0
Texas,2014,17.0,97.0,137.0,711.0,1878.0,2589.0,0.0,1.0,1.0,10.0,177.0,264.0,441.0,2581.0
Utah,2014,3.0,89.0,3.0,70.0,145.0,215.0,0.0,0.0,0.0,7.0,11.0,12.0,23.0,270.0
Vermont,2014,1.0,3.0,1.0,51.0,120.0,171.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,127.0
Virginia,2014,11.0,23.0,17.0,245.0,631.0,876.0,0.0,1.0,1.0,0.0,36.0,37.0,73.0,756.0
Washington,2014,31.0,23.0,21.0,563.0,1518.0,2081.0,0.0,0.0,0.0,1.0,29.0,41.0,70.0,1664.0
West Virginia,2014,2.0,3.0,9.0,28.0,101.0,129.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,127.0
Wisconsin,2014,6.0,60.0,136.0,174.0,304.0,478.0,0.0,0.0,0.0,1.0,30.0,24.0,54.0,561.0
Wyoming,2014,13.0,11.0,10.0,10.0,17.0,27.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,69.0
Total,2014,782.0,1496.0,2839.0,10957.0,25913.0,36870.0,0.0,51.0,51.0,103.0,1159.0,1770.0,2929.0,34113.0
